Reward
-8.829330930858164
-12.32467089283327
-7.8148963338904185
-8.092855672136205
-7.885505584024295
-8.057087927271384
-8.161524095755292
-8.355323638592317
-9.4859708715853
-7.568335116926097
-9.310670172123054
-7.868804510967351
-8.740233990003919
-7.706637630243048
-8.438763099210052
-8.12447083296584
-9.339166280440942
-5.623811155764757
-8.867803852595408
-7.295248530231401
-8.697002886958266
-7.652391074249038
-7.849211809024021
-9.683381245458568
-8.428287010641588
-7.2210357610003815
-11.122854285375936
-9.698422757374622
-8.497056125202846
-7.845212685097719
-7.65906425515422
-8.292605567217068
-7.891447802449292
-10.625485799793433
-9.808078508344423
-7.673132631544903
-9.95753362276838
-11.0441769477057
-10.907603781985918
-8.355075195577118
-10.393636721020929
-7.711522012387397
-7.8692922722665575
-8.044005270372411
-8.677404520518209
-8.840774638810231
-7.9031119998542465
-7.893335025938325
-8.8922842533192
-7.740188964070124
-7.8705411181486795
-7.73966996621645
-5.780953391960722
-8.722922001363097
-9.884339256634108
-8.179117693499899
-9.11902122347751
-19.61624702515212
-11.95647695816924
-10.771915133760281
-10.84029683737414
-9.00582736727898
-7.071230450251226
-11.877495948886136
-7.162322513242993
-12.91751434984752
-8.39972907999278
-13.185451177606222
-8.383455094090454
-12.484899176306254
-6.771098470551649
-9.576713225197995
-6.157458441202682
3.509627093331221
-9.949267806605423
-14.26555702855562
-8.539319803634278
-6.486250984206341
-5.514176990827145
-15.276785002961763
-5.106079057910871
9.791434376557547
15.10378219989498
-11.598842570258324
-10.775477334824007
-11.948759628903748
-8.282392993699053
-14.922337141698355
-5.552791194648879
1.5089313644790776
-8.172961909346068
-12.921473875853623
-11.397710355360184
-13.412307140687659
-10.782841903906252
-13.867248204439017
-5.7192511089760645
-14.6142273807648
-13.265142544482613
-12.11689747546885
-10.606570524694321
-5.2676940803644285
-5.298700038308094
-3.1646230307287913
-10.564111520398324
-9.025639548966641
0.4390830328889138
-4.861361354741335
-13.129951210869178
-13.601110108415696
11.969293898783626
-4.033271580656647
-11.856446897597287
-8.09869578543931
-9.87735891089604
-9.809014405856912
-11.256048740369561
6.777870912540372
-13.233228396868693
-12.248128923185117
-11.631267191657152
-9.551463836632548
-6.535872062168863
-5.5538209278899915
-9.22761546445739
-9.815542834168228
-12.214243623361376
-16.21712617143698
-7.204676486990134
-9.629521189285338
-10.225028164255509
-16.013295234455953
0.4760818312956928
21.4700275957279
-2.683072706133593
-11.934277809136681
-14.718025278428177
-12.975973024355264
-8.453974643642564
-14.666020207081075
-10.73550942848907
-6.326061343089751
-11.563840874328841
-7.969752835864089
-12.218370341501387
-5.622925856875211
-4.368799842104295
-8.136394776010928
-10.051645903815977
-11.47636442249853
-9.32532757405663
-11.911863402702771
-9.455618890574986
-12.460773340204593
-6.945573128165063
-5.838298819011922
-15.775920565092209
-16.82233304492509
-10.76977899062472
-14.823797002565428
-12.193254566584695
-18.89311260618061
-13.05465235537176
-11.303778571284766
-0.6959337810596479
-5.996407286732057
-10.569323753842344
-11.615170453512999
2.8132459560059133
-8.318014573767767
-6.525271203966134
7.121675076291035
-6.849118453188076
-6.179872093098693
-13.382219187767568
-6.129762596553577
-11.080132272147964
-9.983276903635984
-1.7126209366211458
-0.049387694087925205
-7.566605277947833
-14.466214588319165
-8.426551263457874
58.7291266719539
-9.246453640458256
-9.001225751393001
-9.639772385237748
-13.118916459826172
-7.058696135614744
-8.39703908766043
-8.690593475483256
-13.561311628891069
0.4011511021205232
-14.374643043439859
-5.724776684107797
-0.7886281863860818
-5.584520008139417
6.282091850237231
-7.762213230036843
-16.507042334121444
6.625966536724535
-6.085226828374456
-9.712209967176193
-12.961762467665906
-13.23101446790871
-9.513906910846579
-6.012220249343635
-18.32393637619643
23.807615303410294
-9.931033557521111
-11.405896204040687
